booking_id,plan_name,destination,departure_date,pax,revenue,customer_segment,booking_date
BK00267,宮古島絶景ビーチ,沖縄,2024-11-25,4,660618,カップル,2024-08-31
BK00268,奄美大島ネイチャー,鹿児島,2024-09-04,5,691701,カップル,2024-07-28
BK00269,沖縄リゾートステイ,沖縄,2025-03-15,3,360523,カップル,2025-01-11
BK00270,四国お遍路ウォーキング,四国,2024-12-10,6,374788,シニア,2024-10-20
BK00271,京都紅葉めぐり,京都,2024-11-26,3,191238,シニア,2024-10-20
BK00272,沖縄リゾートステイ,沖縄,2024-12-30,5,571993,カップル,2024-11-04
BK00273,四国お遍路ウォーキング,四国,2024-07-27,2,122039,シニア,2024-06-10
BK00274,金沢文化体験,石川,2025-01-04,1,81720,カップル,2024-10-26
BK00275,宮古島絶景ビーチ,沖縄,2024-10-16,2,295699,アクティブ,2024-10-03
BK00276,金沢文化体験,石川,2025-01-20,1,42870,アクティブ,2024-11-06
BK00277,長野高原リトリート,長野,2024-10-30,1,56605,カップル,2024-09-07
BK00278,函館ロマンチック旅,北海道,2024-11-21,3,236264,カップル,2024-11-05
BK00279,信州そば巡り,長野,2024-07-12,2,81722,シニア,2024-04-18
BK00280,函館ロマンチック旅,北海道,2024-10-21,2,148664,カップル,2024-09-26
BK00281,沖縄リゾートステイ,沖縄,2025-03-11,5,722863,カップル,2025-01-21
BK00282,日光・鬼怒川温泉,栃木,2025-03-09,6,372382,アクティブ,2025-01-20
BK00283,奄美大島ネイチャー,鹿児島,2024-07-22,3,353020,シニア,2024-06-02
BK00284,金沢文化体験,石川,2025-05-17,2,105764,グループ,2025-03-24
BK00285,沖縄3泊4日ファミリープラン,沖縄,2024-08-06,2,309714,一人旅,2024-05-31
BK00286,九州グルメツアー,九州,2025-05-26,3,311419,グループ,2025-03-06
BK00287,広島・宮島歴史探訪,広島,2025-02-23,1,102809,グループ,2025-01-16
BK00288,四国お遍路ウォーキング,四国,2024-09-25,3,196885,グループ,2024-08-30
BK00289,沖縄リゾートステイ,沖縄,2024-04-29,3,433223,カップル,2024-04-05
BK00290,日光・鬼怒川温泉,栃木,2024-11-07,6,630759,ファミリー,2024-09-21
BK00291,長野高原リトリート,長野,2024-07-18,5,506224,カップル,2024-04-20
BK00292,九州グルメツアー,九州,2025-01-27,2,152986,アクティブ,2024-11-10
BK00293,金沢文化体験,石川,2024-12-28,2,292317,グループ,2024-10-21
BK00294,宮古島絶景ビーチ,沖縄,2024-07-05,3,414531,カップル,2024-04-20
BK00295,奄美大島ネイチャー,鹿児島,2025-04-23,6,272720,カップル,2025-03-11
BK00296,北海道スキーリゾート,北海道,2024-09-02,2,146212,ファミリー,2024-07-30
BK00297,北海道スキーリゾート,北海道,2025-02-10,4,306454,ファミリー,2025-01-21
BK00298,日光・鬼怒川温泉,栃木,2025-03-05,2,83274,ファミリー,2024-12-07
BK00299,箱根温泉週末プラン,箱根,2025-06-15,6,234302,グループ,2025-03-30
BK00300,金沢文化体験,石川,2024-06-04,4,251239,グループ,2024-05-03
BK00301,北海道ラベンダー畑ツアー,北海道,2024-07-22,2,414418,カップル,2024-05-03
BK00302,伊豆半島ドライブ,静岡,2025-01-12,6,658677,カップル,2025-01-01
BK00303,奄美大島ネイチャー,鹿児島,2025-03-21,2,220522,シニア,2025-03-13
BK00304,屋久島トレッキング,鹿児島,2024-07-23,3,775199,グループ,2024-05-08
BK00305,北海道スキーリゾート,北海道,2025-01-14,2,198017,ファミリー,2024-12-24
BK00306,石垣島ダイビング,沖縄,2025-05-14,4,670226,アクティブ,2025-03-25
BK00307,信州そば巡り,長野,2024-07-06,5,454122,シニア,2024-05-09
BK00308,京都紅葉めぐり,京都,2025-01-21,3,150541,シニア,2024-12-28
BK00309,屋久島トレッキング,鹿児島,2025-01-04,2,385156,アクティブ,2024-11-16
BK00310,長野高原リトリート,長野,2024-05-19,2,134595,カップル,2024-04-12
BK00311,日光・鬼怒川温泉,栃木,2024-05-22,4,530581,ファミリー,2024-04-06
BK00312,信州そば巡り,長野,2025-01-13,6,478916,一人旅,2024-12-09
BK00313,長野高原リトリート,長野,2024-11-17,6,1180862,カップル,2024-09-01
BK00314,東北温泉巡り,東北,2025-02-17,5,164582,シニア,2024-11-26
BK00315,長野高原リトリート,長野,2025-05-11,2,423813,カップル,2025-02-21
BK00316,宮古島絶景ビーチ,沖縄,2024-07-27,2,429463,カップル,2024-07-01
BK00317,東北温泉巡り,東北,2024-08-15,2,151651,シニア,2024-06-07
BK00318,箱根温泉週末プラン,箱根,2024-09-11,3,92281,カップル,2024-07-13
BK00319,奄美大島ネイチャー,鹿児島,2025-05-17,2,80120,カップル,2025-03-21
BK00320,沖縄リゾートステイ,沖縄,2024-10-18,4,725279,ファミリー,2024-08-28
BK00321,金沢文化体験,石川,2025-04-28,3,335151,グループ,2025-03-16
BK00322,伊豆半島ドライブ,静岡,2024-11-16,3,509605,カップル,2024-09-22
BK00323,函館ロマンチック旅,北海道,2025-04-23,5,158763,カップル,2025-01-23
BK00324,日光・鬼怒川温泉,栃木,2025-03-02,5,522322,ファミリー,2025-01-26
BK00325,函館ロマンチック旅,北海道,2024-11-10,3,129676,カップル,2024-08-27
BK00326,北海道スキーリゾート,北海道,2025-01-16,1,90214,ファミリー,2024-12-26
BK00327,九州グルメツアー,九州,2025-01-01,2,67326,グループ,2024-12-17
BK00328,沖縄リゾートステイ,沖縄,2024-12-09,3,277562,ファミリー,2024-11-27
BK00329,箱根温泉週末プラン,箱根,2024-08-31,2,207541,カップル,2024-07-18
BK00330,四国お遍路ウォーキング,四国,2025-01-15,5,705153,シニア,2024-12-01
BK00331,北海道スキーリゾート,北海道,2025-05-18,6,763084,ファミリー,2025-03-01
BK00332,伊豆半島ドライブ,静岡,2024-08-30,1,106099,カップル,2024-06-21
BK00333,日光・鬼怒川温泉,栃木,2024-12-19,3,197643,グループ,2024-10-20
BK00334,九州グルメツアー,九州,2025-01-21,5,274517,一人旅,2024-12-07
BK00335,伊豆半島ドライブ,静岡,2024-11-17,3,261316,カップル,2024-08-31
BK00336,北海道ラベンダー畑ツアー,北海道,2024-10-07,2,424315,ファミリー,2024-08-14
BK00337,広島・宮島歴史探訪,広島,2024-07-15,4,479250,一人旅,2024-04-22
BK00338,函館ロマンチック旅,北海道,2025-02-17,2,222301,ファミリー,2024-12-11
BK00339,東北温泉巡り,東北,2025-01-16,4,408910,シニア,2024-12-25
BK00340,信州そば巡り,長野,2024-05-09,3,187942,グループ,2024-04-06
BK00341,屋久島トレッキング,鹿児島,2024-09-30,3,273033,グループ,2024-07-02
BK00342,京都紅葉めぐり,京都,2024-09-20,6,436248,シニア,2024-08-04
BK00343,九州グルメツアー,九州,2025-01-26,2,219846,グループ,2025-01-17
BK00344,箱根温泉週末プラン,箱根,2025-02-09,2,189827,カップル,2024-12-22
BK00345,四国お遍路ウォーキング,四国,2025-01-29,6,900315,シニア,2024-11-21
BK00346,長野高原リトリート,長野,2025-01-29,4,492742,アクティブ,2025-01-05
BK00347,沖縄リゾートステイ,沖縄,2024-07-18,5,351142,カップル,2024-07-07
BK00348,沖縄3泊4日ファミリープラン,沖縄,2024-09-26,5,299445,ファミリー,2024-09-02
BK00349,東北温泉巡り,東北,2024-09-20,3,281025,グループ,2024-07-17
BK00350,金沢文化体験,石川,2025-03-31,3,202586,グループ,2025-03-24
BK00351,北海道スキーリゾート,北海道,2024-08-13,1,117913,ファミリー,2024-07-01
BK00352,石垣島ダイビング,沖縄,2025-02-25,3,242978,アクティブ,2025-02-06
BK00353,長野高原リトリート,長野,2025-01-12,2,245559,カップル,2024-11-16
BK00354,九州グルメツアー,九州,2024-11-16,4,604125,グループ,2024-10-30
BK00355,広島・宮島歴史探訪,広島,2024-11-13,4,157593,ファミリー,2024-09-19
BK00356,金沢文化体験,石川,2024-11-19,4,496223,一人旅,2024-08-22
BK00357,沖縄リゾートステイ,沖縄,2025-01-08,6,1255105,カップル,2024-12-05
BK00358,沖縄リゾートステイ,沖縄,2025-04-05,5,828213,カップル,2025-02-22
BK00359,四国お遍路ウォーキング,四国,2025-04-26,4,696456,ファミリー,2025-03-24
BK00360,奄美大島ネイチャー,鹿児島,2025-03-28,2,381321,カップル,2025-01-08
BK00361,函館ロマンチック旅,北海道,2024-12-09,4,172673,カップル,2024-10-14
BK00362,北海道ラベンダー畑ツアー,北海道,2024-09-08,2,233812,ファミリー,2024-07-19
BK00363,信州そば巡り,長野,2024-08-13,3,366797,シニア,2024-05-22
BK00364,屋久島トレッキング,鹿児島,2024-08-29,3,346714,アクティブ,2024-07-24
BK00365,広島・宮島歴史探訪,広島,2025-05-14,2,135225,グループ,2025-02-17
BK00366,箱根温泉週末プラン,箱根,2024-12-16,2,120197,カップル,2024-09-19
BK00367,沖縄3泊4日ファミリープラン,沖縄,2024-12-28,3,197852,ファミリー,2024-10-26
BK00368,伊豆半島ドライブ,静岡,2024-11-01,4,337131,カップル,2024-08-15
BK00369,函館ロマンチック旅,北海道,2025-05-07,4,265837,カップル,2025-02-13
BK00370,伊豆半島ドライブ,静岡,2024-10-02,4,576424,一人旅,2024-09-15
BK00371,日光・鬼怒川温泉,栃木,2025-03-01,2,120113,ファミリー,2025-01-05
BK00372,北海道ラベンダー畑ツアー,北海道,2025-03-09,2,206555,ファミリー,2025-01-06
BK00373,北海道スキーリゾート,北海道,2025-02-21,3,233595,ファミリー,2024-11-26
BK00374,奄美大島ネイチャー,鹿児島,2025-05-25,2,254261,グループ,2025-03-29
BK00375,四国お遍路ウォーキング,四国,2024-11-22,6,316965,シニア,2024-08-24
BK00376,東北温泉巡り,東北,2024-09-15,2,156174,シニア,2024-07-30
BK00377,金沢文化体験,石川,2024-07-19,2,150376,グループ,2024-06-11
BK00378,京都紅葉めぐり,京都,2024-07-19,4,354075,ファミリー,2024-06-17
BK00379,屋久島トレッキング,鹿児島,2024-05-07,3,347491,アクティブ,2024-04-04
BK00380,伊豆半島ドライブ,静岡,2024-07-01,2,150000,カップル,2024-04-22
BK00381,伊豆半島ドライブ,静岡,2024-10-06,3,386898,カップル,2024-09-20
BK00382,日光・鬼怒川温泉,栃木,2024-06-11,3,476044,一人旅,2024-04-12
BK00383,信州そば巡り,長野,2024-05-27,2,132956,シニア,2024-05-10
BK00384,信州そば巡り,長野,2025-05-28,6,754620,シニア,2025-03-10
BK00385,伊豆半島ドライブ,静岡,2025-02-14,2,142440,カップル,2025-02-06
BK00386,宮古島絶景ビーチ,沖縄,2024-07-03,2,226782,一人旅,2024-04-14
BK00387,日光・鬼怒川温泉,栃木,2025-03-06,6,471134,ファミリー,2025-01-14
BK00388,北海道ラベンダー畑ツアー,北海道,2025-02-26,2,220879,ファミリー,2025-02-01
BK00389,金沢文化体験,石川,2024-12-11,2,268884,グループ,2024-10-05
BK00390,奄美大島ネイチャー,鹿児島,2025-03-31,1,95284,カップル,2025-03-10
BK00391,石垣島ダイビング,沖縄,2025-02-09,2,142625,アクティブ,2024-11-28
BK00392,屋久島トレッキング,鹿児島,2025-01-31,4,344931,アクティブ,2024-12-04
BK00393,沖縄3泊4日ファミリープラン,沖縄,2024-06-23,3,296872,カップル,2024-05-22
BK00394,北海道スキーリゾート,北海道,2024-04-21,4,495513,ファミリー,2024-04-06
BK00395,四国お遍路ウォーキング,四国,2025-02-25,2,324032,シニア,2024-12-22
BK00396,四国お遍路ウォーキング,四国,2024-07-26,4,434100,シニア,2024-05-31
BK00397,屋久島トレッキング,鹿児島,2024-06-18,5,1029519,一人旅,2024-05-20
BK00398,北海道ラベンダー畑ツアー,北海道,2024-05-16,2,169500,ファミリー,2024-04-22
BK00399,箱根温泉週末プラン,箱根,2024-09-08,3,118820,カップル,2024-07-14
BK00400,金沢文化体験,石川,2024-07-25,4,537254,グループ,2024-05-11
BK00401,石垣島ダイビング,沖縄,2024-09-06,2,242928,アクティブ,2024-07-25
BK00402,長野高原リトリート,長野,2025-06-05,2,391494,カップル,2025-03-28
BK00403,金沢文化体験,石川,2024-11-12,3,410819,グループ,2024-09-04
BK00404,宮古島絶景ビーチ,沖縄,2025-04-21,2,176274,カップル,2025-03-17
BK00405,屋久島トレッキング,鹿児島,2024-08-25,3,207639,アクティブ,2024-06-16
BK00406,函館ロマンチック旅,北海道,2024-12-11,5,156560,カップル,2024-09-26
BK00407,東北温泉巡り,東北,2024-09-16,4,407385,シニア,2024-08-27
BK00408,沖縄リゾートステイ,沖縄,2024-09-23,2,343225,ファミリー,2024-08-14
BK00409,九州グルメツアー,九州,2025-03-07,4,619608,グループ,2024-12-15
BK00410,石垣島ダイビング,沖縄,2024-06-14,4,723683,アクティブ,2024-05-21
BK00411,長野高原リトリート,長野,2024-08-14,4,290376,シニア,2024-07-03
BK00412,宮古島絶景ビーチ,沖縄,2025-01-27,6,1206398,カップル,2024-11-16
BK00413,伊豆半島ドライブ,静岡,2025-04-13,5,302328,カップル,2025-03-02
BK00414,箱根温泉週末プラン,箱根,2024-05-20,5,590581,カップル,2024-04-02
BK00415,箱根温泉週末プラン,箱根,2024-09-05,2,128134,カップル,2024-06-10
BK00416,北海道ラベンダー畑ツアー,北海道,2024-11-18,4,853106,ファミリー,2024-09-07
BK00417,金沢文化体験,石川,2025-01-05,1,149723,グループ,2024-10-16
BK00418,屋久島トレッキング,鹿児島,2024-07-02,5,1021051,アクティブ,2024-05-11
BK00419,伊豆半島ドライブ,静岡,2025-02-22,2,303784,カップル,2024-12-14
BK00420,箱根温泉週末プラン,箱根,2024-08-24,4,505428,カップル,2024-06-16
BK00421,京都紅葉めぐり,京都,2024-07-20,1,122930,シニア,2024-05-16
BK00422,伊豆半島ドライブ,静岡,2025-01-11,5,360459,シニア,2024-12-19
BK00423,北海道ラベンダー畑ツアー,北海道,2024-06-23,2,251757,ファミリー,2024-05-01
BK00424,沖縄リゾートステイ,沖縄,2024-12-07,2,402298,カップル,2024-09-11
BK00425,北海道ラベンダー畑ツアー,北海道,2024-04-25,1,115320,ファミリー,2024-04-06
BK00426,日光・鬼怒川温泉,栃木,2024-06-20,1,113591,ファミリー,2024-04-18
BK00427,伊豆半島ドライブ,静岡,2024-05-04,3,205924,ファミリー,2024-04-11
BK00428,京都紅葉めぐり,京都,2024-12-16,5,228612,カップル,2024-10-23
BK00429,箱根温泉週末プラン,箱根,2025-05-10,4,373105,カップル,2025-02-25
BK00430,東北温泉巡り,東北,2024-06-10,6,571271,ファミリー,2024-05-15
BK00431,京都紅葉めぐり,京都,2025-02-11,4,302256,シニア,2025-01-20
BK00432,箱根温泉週末プラン,箱根,2025-01-07,4,204359,カップル,2024-11-26
BK00433,信州そば巡り,長野,2024-11-17,5,668905,シニア,2024-11-07
BK00434,信州そば巡り,長野,2024-08-15,4,291023,カップル,2024-07-15
BK00435,金沢文化体験,石川,2024-10-07,2,235806,グループ,2024-09-16
BK00436,沖縄3泊4日ファミリープラン,沖縄,2024-11-15,2,389265,ファミリー,2024-09-29
BK00437,函館ロマンチック旅,北海道,2024-05-16,4,347527,カップル,2024-04-17
BK00438,沖縄3泊4日ファミリープラン,沖縄,2024-12-22,1,53677,ファミリー,2024-11-18
BK00439,奄美大島ネイチャー,鹿児島,2024-07-25,4,443622,カップル,2024-05-15
BK00440,函館ロマンチック旅,北海道,2024-09-23,2,60548,カップル,2024-06-30
BK00441,東北温泉巡り,東北,2025-03-28,2,180168,アクティブ,2025-01-12
BK00442,北海道ラベンダー畑ツアー,北海道,2024-12-26,4,757275,ファミリー,2024-10-25
BK00443,伊豆半島ドライブ,静岡,2025-04-07,4,164991,アクティブ,2025-02-01
BK00444,石垣島ダイビング,沖縄,2025-02-07,4,588662,アクティブ,2025-01-30
BK00445,長野高原リトリート,長野,2024-09-19,4,674911,カップル,2024-07-08
BK00446,北海道スキーリゾート,北海道,2025-02-10,2,125445,ファミリー,2025-01-31
BK00447,宮古島絶景ビーチ,沖縄,2024-05-31,3,411860,カップル,2024-05-15
BK00448,宮古島絶景ビーチ,沖縄,2025-03-01,2,331487,カップル,2025-01-06
BK00449,京都紅葉めぐり,京都,2025-02-16,1,163244,シニア,2024-12-06
BK00450,金沢文化体験,石川,2024-11-22,6,376051,一人旅,2024-09-27
BK00451,伊豆半島ドライブ,静岡,2025-01-25,2,277075,一人旅,2024-12-08
BK00452,長野高原リトリート,長野,2025-04-11,4,193018,ファミリー,2025-01-30
BK00453,広島・宮島歴史探訪,広島,2025-05-02,5,747551,グループ,2025-02-25
BK00454,函館ロマンチック旅,北海道,2024-08-19,3,167904,カップル,2024-08-11
BK00455,信州そば巡り,長野,2025-02-02,3,340542,アクティブ,2024-11-28
BK00456,函館ロマンチック旅,北海道,2024-12-23,1,54236,カップル,2024-11-27
BK00457,沖縄3泊4日ファミリープラン,沖縄,2024-10-19,4,433882,ファミリー,2024-10-12
BK00458,東北温泉巡り,東北,2024-08-10,3,108010,シニア,2024-07-04
BK00459,北海道スキーリゾート,北海道,2025-02-25,6,806442,ファミリー,2025-02-13
BK00460,長野高原リトリート,長野,2024-08-27,4,492826,ファミリー,2024-08-10
BK00461,宮古島絶景ビーチ,沖縄,2024-06-29,3,189762,カップル,2024-06-15
BK00462,四国お遍路ウォーキング,四国,2024-10-30,2,140760,カップル,2024-09-12
BK00463,宮古島絶景ビーチ,沖縄,2025-03-03,2,263152,カップル,2025-02-05
BK00464,函館ロマンチック旅,北海道,2024-11-02,3,197286,カップル,2024-09-30
BK00465,石垣島ダイビング,沖縄,2024-05-30,5,947661,アクティブ,2024-04-15
BK00466,四国お遍路ウォーキング,四国,2025-02-03,4,352544,シニア,2025-01-16
BK00467,奄美大島ネイチャー,鹿児島,2024-12-18,1,113732,カップル,2024-11-19
BK00468,函館ロマンチック旅,北海道,2024-12-14,3,363064,カップル,2024-11-25
BK00469,沖縄リゾートステイ,沖縄,2025-01-01,2,234865,カップル,2024-12-09
BK00470,北海道ラベンダー畑ツアー,北海道,2024-08-28,2,339952,カップル,2024-06-07
BK00471,屋久島トレッキング,鹿児島,2025-02-13,6,1402584,アクティブ,2025-01-26
BK00472,屋久島トレッキング,鹿児島,2025-04-04,6,881456,アクティブ,2025-03-07
BK00473,沖縄3泊4日ファミリープラン,沖縄,2024-11-18,2,162333,ファミリー,2024-09-18
BK00474,屋久島トレッキング,鹿児島,2025-01-26,4,597565,アクティブ,2025-01-15
BK00475,伊豆半島ドライブ,静岡,2024-08-31,2,152520,カップル,2024-06-24
BK00476,日光・鬼怒川温泉,栃木,2025-02-20,6,679201,アクティブ,2024-11-25
BK00477,長野高原リトリート,長野,2024-10-14,4,524931,カップル,2024-07-30
BK00478,広島・宮島歴史探訪,広島,2024-12-14,1,96096,シニア,2024-11-14
BK00479,沖縄リゾートステイ,沖縄,2024-10-16,3,575261,ファミリー,2024-08-03
BK00480,九州グルメツアー,九州,2024-06-06,2,305901,カップル,2024-04-30
BK00481,宮古島絶景ビーチ,沖縄,2024-11-06,6,1101685,カップル,2024-09-15
BK00482,四国お遍路ウォーキング,四国,2024-05-31,6,262362,シニア,2024-04-09
BK00483,宮古島絶景ビーチ,沖縄,2024-07-12,4,372210,グループ,2024-06-17
BK00484,函館ロマンチック旅,北海道,2024-11-23,3,82569,カップル,2024-10-25
BK00485,沖縄3泊4日ファミリープラン,沖縄,2024-09-12,1,116760,ファミリー,2024-07-06
BK00486,石垣島ダイビング,沖縄,2024-11-01,1,173459,アクティブ,2024-10-18
BK00487,京都紅葉めぐり,京都,2024-08-28,6,512566,シニア,2024-07-06
BK00488,宮古島絶景ビーチ,沖縄,2025-03-31,2,170995,グループ,2025-02-09
BK00489,金沢文化体験,石川,2024-06-20,2,223369,シニア,2024-05-04
BK00490,九州グルメツアー,九州,2024-07-17,5,367223,グループ,2024-04-26
BK00491,箱根温泉週末プラン,箱根,2025-01-08,6,482523,一人旅,2025-01-01
BK00492,沖縄リゾートステイ,沖縄,2025-03-23,2,484340,カップル,2024-12-29
BK00493,宮古島絶景ビーチ,沖縄,2025-04-18,2,318385,カップル,2025-02-07
BK00494,四国お遍路ウォーキング,四国,2025-04-04,5,281911,シニア,2025-01-06
BK00495,四国お遍路ウォーキング,四国,2024-08-24,2,162125,シニア,2024-08-16
BK00496,京都紅葉めぐり,京都,2025-04-14,3,365912,シニア,2025-04-01
BK00497,伊豆半島ドライブ,静岡,2024-09-16,3,239654,カップル,2024-07-23
BK00498,宮古島絶景ビーチ,沖縄,2024-06-07,2,133222,カップル,2024-05-03
BK00499,沖縄3泊4日ファミリープラン,沖縄,2024-11-29,6,267921,カップル,2024-10-20
BK00500,北海道ラベンダー畑ツアー,北海道,2024-07-13,2,383402,グループ,2024-06-25
BK00501,石垣島ダイビング,沖縄,2024-07-27,2,121045,グループ,2024-05-26
BK00502,函館ロマンチック旅,北海道,2024-08-08,4,197562,カップル,2024-06-29
BK00503,宮古島絶景ビーチ,沖縄,2024-09-01,2,185859,カップル,2024-06-24
BK00504,信州そば巡り,長野,2024-08-31,2,99207,シニア,2024-07-30
BK00505,北海道ラベンダー畑ツアー,北海道,2024-08-23,2,243425,シニア,2024-08-02
BK00506,北海道ラベンダー畑ツアー,北海道,2024-07-23,3,408395,ファミリー,2024-05-08
BK00507,屋久島トレッキング,鹿児島,2025-04-19,3,258562,アクティブ,2025-03-10
BK00508,沖縄リゾートステイ,沖縄,2025-02-02,2,252941,カップル,2025-01-14
BK00509,宮古島絶景ビーチ,沖縄,2025-02-21,2,273062,カップル,2024-12-06
BK00510,函館ロマンチック旅,北海道,2024-06-21,4,192985,カップル,2024-04-15
BK00511,沖縄リゾートステイ,沖縄,2024-10-06,6,1248964,カップル,2024-07-18
BK00512,京都紅葉めぐり,京都,2024-09-13,6,370284,カップル,2024-08-15
BK00513,沖縄リゾートステイ,沖縄,2024-09-14,6,690172,カップル,2024-08-28
BK00514,信州そば巡り,長野,2025-01-06,6,1009444,シニア,2024-11-20
BK00515,函館ロマンチック旅,北海道,2024-11-26,2,106757,ファミリー,2024-09-10
BK00516,信州そば巡り,長野,2024-08-17,4,172866,シニア,2024-06-05
BK00517,宮古島絶景ビーチ,沖縄,2024-06-26,6,1038179,一人旅,2024-06-07
BK00518,長野高原リトリート,長野,2024-10-13,3,433547,カップル,2024-09-03
BK00519,石垣島ダイビング,沖縄,2025-01-08,2,353149,アクティブ,2024-11-11
BK00520,広島・宮島歴史探訪,広島,2024-11-20,1,107822,ファミリー,2024-10-14
BK00521,四国お遍路ウォーキング,四国,2024-12-13,2,259126,シニア,2024-10-28
BK00522,九州グルメツアー,九州,2025-03-09,6,586401,グループ,2025-01-23
BK00523,伊豆半島ドライブ,静岡,2024-08-24,2,186597,アクティブ,2024-05-27
BK00524,金沢文化体験,石川,2024-09-03,5,544547,グループ,2024-07-11
BK00525,日光・鬼怒川温泉,栃木,2024-10-01,4,454791,ファミリー,2024-09-07
BK00526,東北温泉巡り,東北,2025-01-03,2,117885,シニア,2024-12-20
BK00527,東北温泉巡り,東北,2025-01-05,5,368964,アクティブ,2024-11-12
BK00528,沖縄3泊4日ファミリープラン,沖縄,2025-01-22,3,277420,一人旅,2024-11-29
BK00529,函館ロマンチック旅,北海道,2024-11-24,2,212844,ファミリー,2024-10-04
BK00530,奄美大島ネイチャー,鹿児島,2025-05-13,1,175216,カップル,2025-03-18
BK00531,九州グルメツアー,九州,2024-05-23,2,168237,アクティブ,2024-04-20
BK00532,沖縄3泊4日ファミリープラン,沖縄,2024-08-25,4,585046,ファミリー,2024-08-02
BK00533,信州そば巡り,長野,2025-01-24,2,280180,シニア,2024-10-27
